# Program:featureCounts v1.6.4; Command:"featureCounts" "-a" "../assignment-data//db/gencode.v30.annotation.gtf" "-g" "gene_name" "-o" "../assignment-data//results/diff-res/counts.txt" "../assignment-data//results/diff-res/bwa/S1.bam" "../assignment-data//results/diff-res/bwa/S2.bam" "../assignment-data//results/diff-res/bwa/S3.bam" "../assignment-data//results/diff-res/bwa/S4.bam" "../assignment-data//results/diff-res/bwa/S5.bam" "../assignment-data//results/diff-res/hisat/S1.bam" "../assignment-data//results/diff-res/hisat/S2.bam" "../assignment-data//results/diff-res/hisat/S3.bam" "../assignment-data//results/diff-res/hisat/S4.bam" "../assignment-data//results/diff-res/hisat/S5.bam" 
Geneid	../assignment-data//results/diff-res/bwa/S1.bam	../assignment-data//results/diff-res/bwa/S2.bam	../assignment-data//results/diff-res/bwa/S3.bam	../assignment-data//results/diff-res/bwa/S4.bam	../assignment-data//results/diff-res/bwa/S5.bam	../assignment-data//results/diff-res/hisat/S1.bam
GASAL1	0	0	2	3	2	0
AZIN1	273	276	257	290	249	0
AP003696.1	0	0	0	0	0	0
AZIN1-AS1	0	0	0	0	1	0
AP003354.1	0	0	0	0	0	0
RPL5P24	0	3	1	0	0	0
NPM1P52	0	0	0	0	0	0
AP003550.1	0	0	0	0	0	0
ATP6V1C1	159	118	144	124	103	0
MTND1P5	0	0	0	0	0	0
MTCO1P4	0	0	0	0	0	0
MTCO2P4	0	0	0	0	0	0
LINC01181	0	0	0	0	0	0
BAALC-AS2	0	0	0	0	0	0
BAALC	0	4	0	0	5	0
MIR3151	0	0	0	0	0	0
BAALC-AS1	2	2	5	0	6	0
AC025370.1	0	0	0	0	0	0
FZD6	200	258	169	214	199	0
CTHRC1	87	85	85	106	109	0
AC012213.3	0	0	0	0	0	0
RNU6-1011P	0	0	0	0	0	0
SLC25A32	0	0	2	0	0	0
AC012213.5	0	0	0	0	0	0
DCAF13	61	76	63	71	43	0
AC012213.2	0	0	0	0	0	0
AC012213.4	0	0	0	0	0	0
AC012213.1	0	0	0	0	0	0
RIMS2	0	4	2	8	0	0
PTMAP15	0	0	0	0	0	0
AC007751.1	0	2	2	0	2	0
AC090686.1	41	27	29	37	34	0
DPYS	0	0	0	0	0	0
DCSTAMP	0	0	0	0	0	0
AP003471.1	0	0	0	0	0	0
AP002847.1	0	0	0	0	0	0
MIR548A3	0	0	0	0	0	0
LRP12	34	60	31	41	50	0
NDUFA5P2	0	0	0	0	0	0
ZFPM2	52	58	29	34	22	0
AC012564.1	0	0	0	0	0	0
AC090142.2	0	0	0	0	0	0
AC090142.3	0	0	0	0	0	0
AC090142.1	0	0	0	0	0	0
AC021546.1	0	0	0	0	0	0
TMCC1P1	0	0	0	0	0	0
AC041039.1	0	0	0	0	0	0
ZFPM2-AS1	0	0	0	0	0	0
AC103853.1	0	0	0	0	0	0
AC103853.2	0	0	0	0	0	0
RPL12P24	0	0	0	0	0	0
AC090802.1	0	0	0	0	0	0
SLC16A14P1	0	0	0	0	0	0
AC027031.1	0	0	0	0	0	0
AC027031.2	2	17	12	4	6	0
OXR1	44	19	61	21	40	0
AC090579.1	0	0	0	0	0	0
TAGLN2P1	521	483	490	496	571	0
RNU7-84P	0	0	0	0	0	0
ABRA	0	0	0	0	0	0
AP003789.1	0	0	0	0	0	0
HMGB1P46	0	0	0	0	0	0
ANGPT1	18	26	10	12	10	0
PGAM1P13	0	0	0	0	0	0
RNA5SP275	0	0	0	0	0	0
RSPO2	0	0	0	0	0	0
NRBF2P4	5	0	4	1	4	0
AP001331.1	0	0	0	0	0	0
EIF3E	227	211	270	246	238	0
AC087620.1	0	0	0	0	0	0
RPS17P14	0	0	0	0	0	0
EMC2	63	106	37	48	83	0
AC022634.1	0	0	0	0	0	0
AC022634.2	0	0	0	0	0	0
TMEM74	2	0	0	2	0	0
TRMT10BP1	0	0	0	0	0	0
AC104248.1	0	0	0	0	0	0
TRHR	0	0	0	0	0	0
NUDCD1	157	106	126	105	134	0
AC021237.1	0	0	0	0	0	0
ENY2	254	120	203	209	195	0
PKHD1L1	0	8	3	0	0	0
MAPK6P5	0	0	0	0	0	0
EBAG9	33	36	22	25	31	0
SYBU	2	0	0	0	2	0
AC079061.1	0	0	0	0	0	0
AC023245.2	0	0	0	0	0	0
AC023245.1	0	0	0	0	0	0
KCNV1	0	0	0	0	0	0
AC027451.1	0	0	0	0	0	0
RPSAP48	0	0	0	0	0	0
AC073023.1	0	0	0	0	0	0
AC090819.1	0	0	0	1	2	0
AC025366.1	0	0	0	0	0	0
AP005357.1	0	0	0	0	0	0
NDUFB9P3	0	0	0	0	0	0
MTCO1P47	0	0	0	0	0	0
LINC01608	0	0	0	0	0	0
LINC01609	0	0	0	0	0	0
AC009930.1	0	0	0	0	0	0
EEF1A1P37	0	0	0	0	0	0
LINC02237	0	0	0	0	0	0
SERPINA15P	0	0	0	0	0	0
AC022360.1	0	0	0	0	0	0
RNU4-37P	0	0	0	0	0	0
CSMD3	0	0	0	0	0	0
RPL30P16	0	0	0	0	0	0
MIR2053	0	0	0	0	0	0
AC107890.1	0	0	0	0	0	0
AC103993.1	0	0	0	0	0	0
AC064802.1	0	0	0	0	0	0
AC025881.1	0	0	0	0	0	0
CARSP2	0	0	0	0	0	0
TRPS1	6	3	6	0	12	0
AF178030.1	0	0	0	0	0	0
LINC00536	0	0	0	0	0	0
RNA5SP276	0	0	0	0	0	0
AC105177.1	0	0	0	0	0	0
EIF3H	422	467	439	457	423	0
UTP23	27	21	18	30	23	0
RAD21	307	319	335	367	377	0
RAD21-AS1	0	0	0	0	0	0
MIR3610	0	0	0	0	0	0
AARD	0	0	0	0	0	0
SLC30A8	0	0	0	0	0	0
RN7SL228P	0	0	0	0	0	0
AC027419.1	0	0	0	0	0	0
AC027419.2	0	0	0	0	0	0
RN7SL826P	0	0	0	0	0	0
MED30	27	53	20	25	21	0
RPS10P16	0	0	0	0	0	0
EXT1	411	473	589	523	491	0
SAMD12	12	12	10	16	10	0
AC023590.1	0	0	0	0	0	0
SAMD12-AS1	0	0	0	0	0	0
RPS26P35	0	0	0	0	0	0
TNFRSF11B	0	3	0	2	0	0
RNU6-12P	0	0	0	0	0	0
AC107953.1	4	2	3	4	0	0
COLEC10	0	0	0	0	0	0
AC107953.2	0	0	0	0	0	0
MAL2	2	0	5	0	0	0
MAL2-AS1	0	0	0	0	0	0
MIR548AZ	0	0	0	0	0	0
RF00421	0	0	0	0	0	0
CCN3	0	0	0	4	0	0
AC021733.1	0	0	0	0	0	0
AC021733.2	1	0	2	1	0	0
ENPP2	0	5	20	10	0	0
CYCSP23	0	0	0	0	0	0
RN7SKP153	0	0	0	0	0	0
TAF2	124	138	127	142	171	0
DSCC1	30	14	13	17	18	0
AC021945.1	0	0	0	0	0	0
RN7SL396P	0	0	0	0	0	0
AP005717.1	0	0	0	0	0	0
DEPTOR	4	0	0	0	0	0
RNA5SP277	0	0	0	0	0	0
AC091563.1	0	0	0	0	0	0
COL14A1	0	0	0	9	0	0
MRPL13	131	138	59	130	95	0
MTBP	14	20	21	23	20	0
SNTB1	0	0	0	0	0	0
NCAPGP1	5	3	1	4	4	0
AC104958.1	0	0	0	0	0	0
AC104958.2	0	0	0	0	0	0
AC068413.1	0	0	0	0	0	0
AC011626.1	0	0	0	0	0	0
RPL35AP19	0	0	0	0	0	0
HAS2	0	0	0	0	0	0
HAS2-AS1	0	0	0	0	0	0
AC104233.1	0	0	0	0	0	0
AC037486.1	0	0	0	0	0	0
MRPS36P3	0	0	0	0	0	0
SMILR	0	0	0	0	0	0
AC108136.1	0	0	0	0	0	0
LINC01151	0	0	0	0	0	0
AC100872.1	0	0	0	0	0	0
CDK5P1	14	15	24	26	30	0
AC016405.3	0	0	0	0	0	0
AC016405.2	0	0	0	0	0	0
ZHX2	16	28	28	3	21	0
AC016405.1	0	0	0	0	0	0
AC104316.2	0	0	0	0	0	0
AC104316.1	0	0	0	0	0	0
DERL1	144	130	136	122	119	0
TBC1D31	35	35	25	24	34	0
HMGB1P19	0	0	0	0	0	0
FAM83A	0	0	0	0	0	0
AC068228.1	0	0	0	0	0	0
AC068228.2	0	0	0	0	0	0
FAM83A-AS1	0	0	0	0	0	0
MIR4663	0	0	0	0	0	0
C8orf76	8	6	7	17	12	0
ZHX1-C8orf76	0	0	0	0	0	0
UBA52P5	151	133	97	116	138	0
ZHX1	70	46	35	28	46	0
RNU6-628P	0	0	0	0	0	0
AC018992.1	24	35	36	26	25	0
ATAD2	189	167	191	124	158	0
RNU6-875P	0	0	0	0	0	0
MIR548D1	0	0	0	0	0	0
MIR548AA1	0	0	0	0	0	0
DUTP2	0	0	0	0	0	0
IMPDH1P6	7	4	10	4	7	0
WDYHV1	28	6	26	13	35	0
FBXO32	29	32	17	27	10	0
AC090193.2	0	0	0	0	0	0
RN7SKP155	0	0	0	0	0	0
AC090193.1	0	0	0	0	0	0
KLHL38	0	0	0	0	0	0
ANXA13	0	0	0	0	0	0
FAM91A1	90	83	67	66	64	0
FER1L6	0	0	0	0	2	0
AC090753.1	0	0	0	0	0	0
FER1L6-AS1	0	0	0	0	0	0
AC100871.2	0	0	0	0	0	0
FER1L6-AS2	0	0	0	0	0	0
AC100871.1	2	1	1	1	1	0
ARF1P3	0	0	0	0	0	0
AC090921.1	0	0	0	0	0	0
RNU6-756P	0	0	0	0	0	0
AC090192.2	0	0	0	0	0	0
AC090192.1	0	0	0	0	0	0
TMEM65	77	93	77	77	79	0
TRMT12	20	19	26	6	14	0
RNF139-AS1	2	4	0	0	3	0
RNF139	63	50	28	39	56	0
TATDN1	6	8	0	3	10	0
AC090198.1	4	4	0	0	4	0
MIR6844	0	0	0	0	0	0
NDUFB9	97	126	128	100	96	0
MTSS1	61	88	78	53	54	0
AC100858.3	0	0	0	0	0	0
MIR4662B	0	0	0	0	0	0
MIR4662A	0	0	0	0	0	0
LINC00964	0	0	0	0	0	0
AC100858.1	1	2	3	0	1	0
AC100858.2	0	0	0	0	0	0
ZNF572	2	0	0	2	0	0
AC009908.1	0	0	0	0	0	0
SQLE	113	144	123	149	85	0
WASHC5	191	164	207	221	137	0
WASHC5-AS1	0	0	0	2	0	0
NSMCE2	49	41	62	37	68	0
RN7SL329P	0	0	0	0	0	0
AC084083.1	0	0	0	0	0	0
TRIB1	31	47	18	39	51	0
AC091114.1	0	0	0	0	0	0
AC016074.2	0	0	0	0	0	0
AC016074.1	0	0	0	0	0	0
LINC00861	0	0	0	0	0	0
RNU6-442P	0	0	0	0	0	0
SOD1P3	1	2	2	0	1	0
AC024681.2	0	0	0	0	0	0
KNOP1P5	0	0	0	0	0	0
AC024681.1	0	0	0	0	0	0
RFPL4AP5	0	0	0	0	0	0
AC087667.1	0	0	0	0	0	0
AC084116.2	0	0	0	0	0	0
AC084116.1	0	0	0	0	2	0
RNU6-869P	0	0	0	0	0	0
AC084116.3	0	0	0	0	0	0
FAM84B	66	77	67	79	82	0
PCAT1	2	3	4	0	0	0
AC083923.1	1	2	0	0	0	0
RNU11-4P	0	0	0	0	0	0
AC024382.1	0	0	0	0	0	0
CASC19	0	0	0	0	0	0
PRNCR1	5	1	0	5	4	0
AC020688.1	0	0	0	0	0	0
CASC8	0	0	2	6	2	0
AC018714.1	0	0	0	0	0	0
POU5F1B	0	0	0	0	0	0
CCAT2	0	0	0	0	0	0
AC104370.1	0	0	0	0	0	0
AC108925.1	0	0	0	0	0	0
CASC11	0	0	0	0	0	0
MYC	301	304	353	330	307	0
PVT1	39	36	14	32	19	0
MIR1204	0	0	0	0	0	0
RF02166	0	0	0	0	0	0
TMEM75	0	0	0	0	0	0
MIR1205	0	0	0	0	0	0
RNU1-106P	0	0	0	0	0	0
MIR1206	0	0	0	0	0	0
AC103705.1	0	0	0	0	0	0
RNU4-25P	0	0	0	0	0	0
MIR1207	0	0	0	0	0	0
MIR1208	0	0	0	0	0	0
RN7SKP226	0	0	0	0	0	0
AC100822.1	0	0	0	0	0	0
LINC00824	0	0	0	0	0	0
CCDC26	0	0	0	0	0	0
AC103833.1	0	0	0	0	0	0
RN7SKP206	0	0	0	0	0	0
AC011257.1	0	0	0	0	0	0
MIR3686	0	0	0	0	0	0
AC103718.1	0	0	5	0	0	0
MTRF1LP2	0	0	0	0	0	0
GSDMC	0	4	3	0	1	0
AC022973.4	0	0	0	0	0	0
FAM49B	104	110	137	107	80	0
AC022973.1	0	0	0	0	0	0
AC022973.3	0	0	0	0	0	0
AC022973.2	0	0	0	0	0	0
RNU7-181P	0	0	0	0	0	0
MIR5194	0	0	0	0	0	0
ASAP1	400	456	404	433	564	0
RNU6-1255P	0	0	0	0	0	0
ASAP1-IT2	0	0	0	0	2	0
AC090987.1	0	0	0	0	0	0
ADCY8	0	0	0	0	0	0
AC103726.1	0	0	0	0	0	0
AC103726.2	0	0	0	0	0	0
AC087341.1	0	0	0	0	0	0
AC104257.1	0	0	0	0	0	0
AC060788.1	0	0	0	0	0	0
EFR3A	164	159	228	186	212	0
OC90	0	0	0	0	0	0
AC100868.1	0	0	0	0	0	0
HHLA1	0	0	0	0	0	0
KCNQ3	0	4	0	0	0	0
HPYR1	0	0	0	0	0	0
LRRC6	8	0	0	0	10	0
TMEM71	16	5	12	9	8	0
PHF20L1	124	119	101	157	128	0
AF230666.2	0	0	0	0	0	0
AF230666.1	0	0	1	0	1	0
TG	0	0	0	0	0	0
AF305872.1	0	0	0	0	0	0
SLA	0	0	0	0	0	0
MIR7848	0	0	0	0	0	0
CCN4	0	0	0	0	0	0
NDRG1	99	67	104	83	75	0
KC877373.1	0	0	0	0	0	0
AF186190.1	0	0	0	0	0	0
ST13P6	59	90	96	95	51	0
ST3GAL1	203	241	184	256	230	0
AC103706.2	0	0	0	0	0	0
AC103706.3	0	0	0	0	0	0
AC103706.1	0	0	1	0	0	0
MTND2P7	0	0	0	0	0	0
MTCO1P49	0	0	0	0	0	0
AC133634.1	0	0	0	0	0	0
AC090821.1	0	0	0	0	0	0
AC090821.2	0	0	0	0	0	0
AC110741.1	0	0	0	0	0	0
AC110741.3	0	0	0	0	0	0
AC110741.2	0	0	0	0	0	0
AC105180.1	0	0	0	0	0	0
ZFAT	28	16	22	16	16	0
RF02211	0	0	0	0	0	0
ZFAT-AS1	0	0	0	0	0	0
RF02212	0	0	0	0	0	0
RF02213	0	0	0	0	0	0
AC087045.1	0	0	0	0	0	0
AC087045.2	0	0	0	0	0	0
AC087045.3	0	0	0	0	0	0
AC083843.4	0	0	0	0	0	0
AC083843.3	2	2	4	2	4	0
MIR30B	0	0	0	0	0	0
MIR30D	0	0	0	0	0	0
AC083843.2	0	0	0	0	0	0
AC083843.1	0	0	0	0	0	0
AC103764.1	0	0	0	0	0	0
RPL23AP56	0	0	0	0	0	0
LINC01591	0	0	0	0	0	0
AC040914.1	0	0	0	0	0	0
KHDRBS3	10	41	34	21	42	0
MAPRE1P1	48	55	56	43	41	0
RNU1-35P	0	0	0	0	0	0
LINC02055	0	0	0	0	0	0
AC023781.1	0	0	0	0	0	0
RNU6-144P	0	0	0	0	0	0
ZYXP1	0	0	0	0	0	0
AC105213.1	0	0	0	0	0	0
AC110053.1	3	2	1	4	3	0
AC046195.1	0	0	0	0	0	0
AC046195.2	0	0	0	0	0	0
AC079015.1	0	0	0	0	0	0
FAM135B	0	0	0	0	0	0
COL22A1	0	0	0	0	0	0
AC027541.1	0	0	0	0	0	0
AC100807.1	0	0	0	0	0	0
AC087354.1	0	0	0	0	0	0
AC090093.1	0	0	0	0	0	0
KCNK9	0	0	0	0	0	0
TRAPPC9	76	65	61	34	41	0
AC021744.1	0	0	0	0	0	0
C8orf17	0	0	0	0	0	0
AC040978.1	0	0	0	0	0	0
PEG13	0	0	0	0	0	0
AC107375.1	2	0	2	0	0	0
CHRAC1	101	93	72	86	66	0
AGO2	225	295	249	211	215	0
AC067931.1	0	0	0	0	0	0
AC067931.2	0	0	0	0	0	0
ERICD	0	2	0	0	0	0
PTK2	638	623	649	553	492	0
MIR151A	0	0	0	0	0	0
AC105235.1	0	0	0	0	0	0
RNA5SP278	0	0	0	0	0	0
AC100860.1	0	0	0	0	0	0
DENND3	146	108	201	134	161	0
AC040970.1	0	3	2	0	5	0
SLC45A4	12	6	5	6	12	0
AC011676.5	0	0	0	0	0	0
AC011676.1	0	0	0	0	0	0
AC011676.2	0	0	0	0	0	0
AC011676.3	0	0	0	0	0	0
AC011676.4	0	0	0	0	0	0
LINC01300	0	0	0	0	0	0
AC100803.2	0	0	0	0	0	0
GPR20	0	0	0	0	0	0
AC100803.1	0	0	0	0	0	0
PTP4A3	3	6	4	5	2	0
MROH5	0	0	0	0	0	0
AC100803.3	0	0	0	0	0	0
HNRNPA1P38	0	0	0	0	0	0
AC138647.1	0	0	0	0	0	0
MIR1302-7	0	0	0	0	0	0
AC104417.1	2	2	0	1	1	0
AC104417.2	0	0	0	0	0	0
MIR4472-1	0	0	0	0	0	0
LINC00051	0	0	0	0	0	0
TSNARE1	6	18	3	5	9	0
RN7SL260P	0	0	0	0	0	0
AC134682.1	0	0	0	0	0	0
ADGRB1	0	3	0	0	0	0
MROH4P	0	0	0	0	0	0
ARC	0	0	2	0	0	0
AP006547.1	0	0	0	0	0	0
AC108002.2	0	0	0	0	0	0
JRK	64	62	42	48	50	0
PSCA	0	0	3	0	0	0
LY6K	2	4	0	2	1	0
LNCOC1	0	0	0	0	0	0
THEM6	52	75	57	30	54	0
AC108002.1	0	0	0	0	0	0
SLURP1	0	0	0	0	0	0
LYPD2	0	0	0	0	0	0
AC083841.1	0	0	0	0	0	0
LYNX1-SLURP2	0	0	0	0	0	0
SLURP2	0	0	0	0	0	0
LYNX1	17	11	4	10	4	0
LY6D	0	0	0	0	0	0
AC083841.2	0	0	0	0	0	0
AC083841.4	0	0	0	0	0	0
AC083841.3	0	0	0	0	0	0
GML	0	0	0	0	0	0
ZNHIT1P1	12	11	8	4	8	0
CYP11B1	0	0	0	0	0	0
CYP11B2	0	0	0	0	0	0
LY6E-DT	0	0	0	0	0	0
CDC42P3	0	0	0	0	0	0
LY6E	133	125	149	150	129	0
C8orf31	0	0	0	0	0	0
AK3P2	2	1	2	1	2	0
AC083982.1	0	0	0	0	0	0
LY6L	0	0	0	0	0	0
LY6H	0	0	0	0	0	0
GPIHBP1	0	0	0	0	0	0
ZFP41	15	5	8	5	8	0
AC138696.1	0	0	0	0	0	0
GLI4	6	15	10	2	4	0
MINCR	0	4	4	3	0	0
ZNF696	10	23	8	5	18	0
AC138696.2	0	0	0	0	0	0
TOP1MT	87	110	114	65	97	0
RNU6-220P	0	0	0	0	0	0
RHPN1-AS1	2	4	0	4	0	0
RHPN1	16	24	21	19	26	0
AC105118.1	0	0	0	0	0	0
MAFA-AS1	0	0	0	0	0	0
MAFA	0	0	0	0	0	0
ZC3H3	35	48	53	56	79	0
AC067930.3	0	0	0	0	0	0
RN7SKP175	0	0	0	0	0	0
GSDMD	75	43	40	32	32	0
MROH6	2	4	2	0	2	0
AC067930.4	0	0	0	0	0	0
NAPRT	17	10	35	29	17	0
AC067930.5	0	0	0	0	0	0
AC067930.1	0	0	0	0	0	0
EEF1D	44	46	42	28	25	0
TIGD5	22	14	25	17	29	0
PYCR3	8	19	18	20	8	0
TSTA3	101	60	55	83	59	0
AC067930.2	0	0	0	0	0	0
ZNF623	22	39	23	28	26	0
ZNF707	4	2	5	6	2	0
AC105219.1	0	0	0	0	0	0
CCDC166	0	0	0	0	0	0
AC105219.3	0	0	0	0	0	0
MAPK15	0	0	0	0	0	0
AC105219.2	0	0	0	0	0	0
FAM83H	0	0	0	3	0	0
MIR4664	0	0	0	0	0	0
IQANK1	0	0	0	0	0	0
AC105219.4	0	0	0	0	0	0
SCRIB	228	210	167	250	265	0
MIR937	0	0	0	0	0	0
PUF60	257	283	228	263	242	0
AC234917.1	0	0	0	0	0	0
NRBP2	30	49	39	32	47	0
MIR6845	0	0	0	0	0	0
AC234917.2	0	0	0	0	0	0
EPPK1	0	0	0	0	0	0
PLEC	1473	1347	1355	1335	1366	0
MIR661	0	0	0	0	0	0
PARP10	73	75	44	46	37	0
GRINA	331	345	323	317	347	0
SPATC1	0	0	0	0	0	0
SMPD5	0	0	0	0	0	0
OPLAH	6	28	7	0	8	0
MIR6846	0	0	0	0	0	0
AC109322.1	0	0	0	1	0	0
EXOSC4	22	12	23	18	3	0
MIR6847	0	0	0	0	0	0
GPAA1	232	211	175	194	249	0
CYC1	237	237	182	241	237	0
SHARPIN	105	89	60	96	95	0
MAF1	283	160	241	196	241	0
WDR97	0	0	0	0	0	0
HGH1	65	86	74	67	42	0
TSSK5P	0	2	4	2	6	0
MROH1	69	117	98	133	117	0
BOP1	292	321	292	295	260	0
MIR7112	0	0	0	0	0	0
SCX	0	2	0	7	0	0
HSF1	153	161	162	168	191	0
DGAT1	26	34	54	24	23	0
AC233992.1	0	0	0	0	0	0
MIR6848	0	0	0	0	0	0
SCRT1	0	0	0	0	0	0
TMEM249	0	0	0	0	0	0
AC233992.2	0	0	0	0	0	0
SLC52A2	45	56	51	42	56	0
FBXL6	5	2	3	17	13	0
ADCK5	17	18	17	2	14	0
CPSF1	198	200	188	208	239	0
MIR939	0	0	0	0	0	0
MIR1234	0	0	0	0	0	0
MIR6849	0	0	0	0	0	0
AC233992.3	0	0	0	1	0	0
SLC39A4	4	2	2	0	8	0
VPS28	89	90	130	105	107	0
TONSL	59	51	76	74	53	0
MIR6893	0	0	0	0	0	0
TONSL-AS1	0	1	0	2	0	0
CYHR1	64	101	63	90	90	0
AC084125.1	0	0	0	0	0	0
KIFC2	14	18	8	15	6	0
FOXH1	0	0	0	0	0	0
PPP1R16A	31	22	38	42	48	0
AC084125.2	0	0	0	2	0	0
GPT	0	0	0	0	0	0
MFSD3	43	27	10	5	33	0
RECQL4	27	50	58	83	101	0
AC084125.4	0	0	0	0	0	0
LRRC14	52	44	57	57	44	0
LRRC24	0	0	0	0	0	0
C8orf82	10	19	3	21	10	0
ARHGAP39	36	23	14	34	27	0
AC084125.3	0	0	0	0	0	0
AF186192.1	0	0	0	0	0	0
AF186192.2	0	0	0	0	0	0
AF186192.3	0	0	0	0	0	0
ZNF251	5	5	8	6	14	0
ZNF34	2	10	4	5	5	0
RN7SL395P	0	0	0	0	0	0
RPL8	1351	1271	1251	1320	1216	0
MIR6850	0	0	0	0	0	0
ZNF517	24	4	11	8	2	0
ZNF7	31	16	22	20	16	0
COMMD5	66	54	41	50	41	0
ZNF250	8	9	10	24	7	0
ZNF16	1	10	10	18	2	0
ZNF252P	7	12	24	10	29	0
AF235103.1	0	0	0	0	0	0
TMED10P1	0	0	0	0	0	0
ZNF252P-AS1	0	0	0	0	0	0
AF235103.2	0	0	0	0	0	0
AC139103.1	0	0	0	0	0	0
C8orf33	106	107	112	118	87	0
DDX11L5	0	0	0	0	0	0
WASHC1	11	7	10	4	13	0
AL928970.1	0	0	0	2	0	0
MIR1302-9	0	0	0	0	0	0
FAM138C	0	0	0	0	0	0
AL449043.2	0	0	0	0	0	0
PGM5P3-AS1	0	0	0	0	0	0
AL449043.1	0	0	0	0	0	0
LINC01388	0	0	0	0	0	0
FOXD4	0	0	0	0	0	0
CBWD1	89	78	82	75	82	0
C9orf66	0	2	0	0	0	0
DOCK8	59	48	22	53	28	0
AL158832.1	0	0	0	0	0	0
AL161725.1	0	0	0	0	0	0
KANK1	114	173	117	134	139	0
RPL12P25	0	0	0	0	0	0
AL161725.2	0	0	0	0	0	0
AL392089.1	0	0	0	0	0	0
RNU6-1327P	0	0	0	0	0	0
EIF1P1	0	0	0	0	0	0
AL136979.1	0	0	0	0	0	0
DMRT1	0	0	3	0	3	0
DMRT3	0	0	0	0	0	0
RNU6-1073P	0	0	0	0	0	0
AL358976.1	0	0	0	0	0	0
LINC01230	0	0	0	0	0	0
DMRT2	0	0	0	0	0	0
AL356498.1	0	0	0	0	0	0
RPS27AP14	0	0	0	0	0	0
AL358934.1	0	0	0	0	2	0
RNA5SP279	0	0	0	0	0	0
AL591644.1	0	0	0	0	0	0
SMARCA2	223	192	201	190	243	0
AL359076.1	0	0	0	0	0	0
RNU2-25P	0	0	0	0	0	0
RN7SL592P	0	0	0	0	0	0
VLDLR-AS1	0	0	0	0	0	0
AL353614.1	0	0	0	0	0	0
VLDLR	7	14	25	18	4	0
KCNV2	0	1	0	0	0	0
PUM3	159	101	102	116	190	0
GPS2P1	60	44	38	34	32	0
ATP5PDP2	0	0	0	1	0	0
CARM1P1	0	0	0	0	0	0
LINC01231	0	0	0	0	0	0
RFX3	22	3	20	18	12	0
AL354941.1	0	0	0	0	0	0
RFX3-AS1	0	0	0	0	0	0
AL354977.2	0	0	0	0	0	0
AL354977.1	0	0	0	0	0	0
GLIS3	7	0	0	2	2	0
AL137071.1	0	0	0	0	0	0
GLIS3-AS1	0	0	0	0	0	0
AL359095.1	0	0	0	0	0	0
AL162419.1	0	0	0	0	0	0
RNU6-694P	0	0	0	0	0	0
SLC1A1	108	157	109	117	143	0
SPATA6L	3	4	4	4	0	0
AL136231.1	0	0	0	0	0	0
PLPP6	5	5	9	16	7	0
CDC37L1-DT	0	0	2	0	0	0
CDC37L1	24	36	14	20	23	0
AK3	106	155	129	105	107	0
ECM1P1	0	0	0	0	0	0
AL353151.1	0	1	2	0	0	0
RCL1	45	66	71	71	53	0
KLF4P1	0	0	0	0	0	0
MIR101-2	0	0	0	0	0	0
AL158147.1	0	0	0	0	0	0
HNRNPA1P41	0	0	1	0	0	0
JAK2	35	10	26	34	42	0
CSNK1G2P1	3	5	14	10	9	0
PDSS1P1	5	5	8	9	4	0
MTND6P5	0	0	0	0	0	0
MTND1P11	0	0	0	0	0	0
MTCO1P11	0	0	0	0	0	0
MTCO2P11	0	0	0	0	0	0
MTATP6P11	0	0	0	0	0	0
MTCO3P11	0	0	0	0	0	0
MTND4P14	0	0	0	0	0	0
MTND5P14	0	0	0	0	0	0
TCF3P1	16	21	25	26	27	0
IGHEP2	0	0	0	0	0	0
INSL6	0	0	0	0	0	0
AL133547.1	0	0	0	0	0	0
INSL4	0	0	0	0	0	0
RLN2	0	0	0	0	0	0
HMGN2P31	0	0	0	0	0	0
RLN1	0	0	0	0	0	0
AL135786.2	0	0	0	0	0	0
AL135786.1	0	0	0	0	0	0
PLGRKT	18	46	12	14	30	0
RNF152P1	0	0	0	0	0	0
CD274	49	33	40	41	49	0
PDCD1LG2	42	57	28	72	28	0
AL354744.1	0	0	0	0	0	0
AL162253.1	0	0	0	0	0	0
RIC1	98	103	118	90	108	0
AL136980.1	0	0	0	0	0	0
ERMP1	63	49	60	53	48	0
AK4P4	0	0	0	0	0	0
KIAA2026	38	27	52	33	56	0
MLANA	0	0	2	0	0	0
MIR4665	0	0	0	0	0	0
RANBP6	79	90	60	110	90	0
AL162384.1	0	0	0	0	0	0
GTF3AP1	0	0	0	0	0	0
IL33	69	48	62	43	38	0
AL360221.1	0	0	0	0	0	0
SELENOTP1	79	117	87	116	83	0
TPD52L3	0	0	0	0	0	0
UHRF2	171	140	178	156	178	0
AL133480.1	0	0	0	0	0	0
GLDC	0	11	4	2	11	0
RN7SL25P	0	0	0	0	0	0
AL353718.1	0	0	0	0	0	0
RPL23AP57	0	0	0	0	0	0
AL162411.1	1	0	0	0	0	0
RN7SL123P	0	0	0	0	0	0
RPS3AP54	0	0	0	0	0	0
RNF2P1	0	6	2	3	7	0
AL354707.3	0	0	0	0	0	0
AL354707.2	0	0	0	0	0	0
AL354707.1	0	0	0	0	0	0
KDM4C	30	27	43	49	29	0
PRELID3BP11	0	0	0	0	0	0
SNRPEP2	12	18	27	25	11	0
ACTG1P14	66	66	67	66	59	0
AL513412.1	0	0	0	0	0	0
AL161443.1	0	0	0	0	0	0
RPL4P5	2	6	5	6	6	0
PPIAP33	0	0	0	0	0	0
